0.581	0.581	1
1.749	1.749	2
1.799	1.799	3
1.970	1.970	4
3.275	3.275	5
3.985	3.985	6
6.091	6.091	7
6.395	6.395	8
7.827	7.827	9
9.114	9.114	10
9.280	9.280	11
9.566	9.566	12
9.939	9.939	13
10.990	10.990	14
11.084	11.084	15
11.486	11.486	16
12.258	12.258	17
13.080	13.080	18
13.130	13.130	19
13.425	13.425	20
13.552	13.552	21
13.696	13.696	22
13.718	13.718	23
13.821	13.821	24
14.131	14.131	25
14.619	14.619	26
14.819	14.819	27
15.972	15.972	28
16.327	16.327	29
16.404	16.404	30
16.576	16.576	31
16.735	16.735	32
17.184	17.184	33
17.347	17.347	34
17.861	17.861	35
18.254	18.254	36
18.272	18.272	37
18.292	18.292	38
19.125	19.125	39
19.178	19.178	40
19.662	19.662	41
19.701	19.701	42
19.856	19.856	43
19.934	19.934	44
20.226	20.226	45
20.251	20.251	46
20.929	20.929	47
21.073	21.073	48
21.258	21.258	49
21.674	21.674	50
22.129	22.129	51
22.977	22.977	52
23.145	23.145	53
23.397	23.397	54
23.545	23.545	55
24.219	24.219	56
24.243	24.243	57
25.160	25.160	58
25.690	25.690	59
26.312	26.312	60
26.554	26.554	61
27.416	27.416	62
27.750	27.750	63
28.308	28.308	64
28.996	28.996	65
29.695	29.695	66
30.530	30.530	67
31.566	31.566	68
32.023	32.023	69
32.372	32.372	70
32.373	32.373	71
33.216	33.216	72
34.615	34.615	73
35.401	35.401	74
35.956	35.956	75
36.043	36.043	76
36.542	36.542	77
36.990	36.990	78
37.025	37.025	79
37.150	37.150	80
37.472	37.472	81
38.314	38.314	82
38.411	38.411	83
39.193	39.193	84
39.309	39.309	85
39.404	39.404	86
40.036	40.036	87
40.166	40.166	88
40.761	40.761	89
40.786	40.786	90
42.139	42.139	91
42.355	42.355	92
43.326	43.326	93
43.747	43.747	94
43.961	43.961	95
43.997	43.997	96
44.460	44.460	97
44.768	44.768	98
46.037	46.037	99
46.274	46.274	100
47.057	47.057	101
47.150	47.150	102
47.180	47.180	103
47.270	47.270	104
47.541	47.541	105
48.105	48.105	106
48.445	48.445	107
49.558	49.558	108
49.842	49.842	109
50.345	50.345	110
