0.986	0.986	1
1.987	1.987	2
2.528	2.528	3
2.886	2.886	4
3.915	3.915	5
4.009	4.009	6
4.035	4.035	7
4.074	4.074	8
4.564	4.564	9
4.790	4.790	10
5.772	5.772	11
6.895	6.895	12
6.961	6.961	13
6.978	6.978	14
7.123	7.123	15
7.382	7.382	16
7.631	7.631	17
7.677	7.677	18
7.724	7.724	19
7.800	7.800	20
8.429	8.429	21
8.641	8.641	22
8.647	8.647	23
8.808	8.808	24
8.923	8.923	25
8.958	8.958	26
8.969	8.969	27
9.269	9.269	28
9.273	9.273	29
9.459	9.459	30
9.476	9.476	31
10.611	10.611	32
10.706	10.706	33
11.076	11.076	34
11.446	11.446	35
11.740	11.740	36
11.799	11.799	37
12.175	12.175	38
12.341	12.341	39
12.673	12.673	40
12.752	12.752	41
12.770	12.770	42
12.899	12.899	43
13.194	13.194	44
13.422	13.422	45
13.765	13.765	46
13.778	13.778	47
13.948	13.948	48
14.074	14.074	49
14.142	14.142	50
14.482	14.482	51
14.995	14.995	52
15.085	15.085	53
15.250	15.250	54
15.663	15.663	55
15.761	15.761	56
16.244	16.244	57
16.261	16.261	58
16.393	16.393	59
16.423	16.423	60
16.444	16.444	61
16.478	16.478	62
17.244	17.244	63
17.657	17.657	64
17.779	17.779	65
17.879	17.879	66
17.914	17.914	67
17.936	17.936	68
18.966	18.966	69
19.464	19.464	70
20.565	20.565	71
20.596	20.596	72
20.663	20.663	73
20.692	20.692	74
20.935	20.935	75
21.221	21.221	76
21.312	21.312	77
22.027	22.027	78
22.108	22.108	79
22.200	22.200	80
22.829	22.829	81
22.852	22.852	82
22.924	22.924	83
23.364	23.364	84
23.958	23.958	85
24.258	24.258	86
24.814	24.814	87
24.860	24.860	88
25.157	25.157	89
25.180	25.180	90
25.739	25.739	91
26.622	26.622	92
26.791	26.791	93
26.902	26.902	94
27.010	27.010	95
27.556	27.556	96
27.872	27.872	97
27.901	27.901	98
27.932	27.932	99
28.740	28.740	100
28.828	28.828	101
29.006	29.006	102
29.016	29.016	103
29.028	29.028	104
29.085	29.085	105
29.149	29.149	106
29.367	29.367	107
29.474	29.474	108
29.560	29.560	109
29.901	29.901	110
30.343	30.343	111
30.421	30.421	112
30.829	30.829	113
30.872	30.872	114
30.938	30.938	115
33.611	33.611	116
33.943	33.943	117
34.572	34.572	118
34.743	34.743	119
34.778	34.778	120
34.821	34.821	121
35.020	35.020	122
35.072	35.072	123
35.130	35.130	124
